timestamp,test-class,test-method,time,description,result
2021-05-30 20:51:52.141,acme.testing.manager.CreateTasksManagerTest,positiveCreateTasks,2708,"[1] title=Title of task 05, executionPeriodInit=2023/05/10 19:39, executionPeriodEnd=2023/06/11 19:39, description=Description of task 05, optionalLink=https://www.google.com, iter=0",OK
2021-05-30 20:51:55.103,acme.testing.manager.CreateTasksManagerTest,negativeCreateTasks,2717,"[1] title=Title of task 06, executionPeriodInit=2020/05/10 19:39, executionPeriodEnd=2020/06/11 19:39, description=Description of task 06, optionalLink=https://www.google.com, iter=0",OK
2021-05-30 20:52:07.831,acme.testing.manager.UpdateTaskManagerTest,negativeUpdate,3854,"[1] title=Title of task 01, executionPeriodInit=2020/05/10 19:39, executionPeriodEnd=2023/05/11 19:39, description=Description of task 01, optionalLink=https://www.google.com, iter=0",OK
2021-05-30 20:52:12.652,acme.testing.manager.UpdateTaskManagerTest,positiveUpdateTaskManager,4576,"[1] title=Updated title of task 01, executionPeriodInit=2023/05/10 19:39, executionPeriodEnd=2023/05/11 19:39, description=Description of task 01, optionalLink=https://www.google.com, iter=0",OK
2021-05-30 20:52:22.824,acme.testing.anonymous.ListTasksTest,positiveListTasks,2005,"[1] title=Title of task 01, executionPeriodInit=2023/05/10 19:39, executionPeriodEnd=2023/05/11 19:39, description=Description of task 01, optionalLink=https://www.google.com, iter=0",OK
2021-05-30 20:52:25.16,acme.testing.anonymous.ListTasksTest,positiveListTasks,2102,"[2] title=Title of task 02, executionPeriodInit=2023/05/21 19:39, executionPeriodEnd=2023/05/21 19:39, description=Description of task 02, optionalLink=https://www.google.com, iter=1",OK
2021-05-30 20:52:35.531,acme.testing.anonymous.ListShoutTest,positiveListShout,2005,"[1] recordIndex=0, moment=2021/05/19 19:39, author=John Doe, text=I'm happy!",OK
2021-05-30 20:52:38.026,acme.testing.anonymous.ListShoutTest,positiveListShout,2173,"[2] recordIndex=1, moment=2021/05/19 15:55, author=Jane Doe, text=I'm the master of my room!",OK
2021-05-30 20:52:48.553,acme.testing.anonymous.ShowTasksTest,positiveShowTask,2327,"[1] title=Title of task 01, executionPeriodInit=2023/05/10 19:39, executionPeriodEnd=2023/05/11 19:39, description=Description of task 01, optionalLink=https://www.google.com, iter=0",OK
2021-05-30 20:52:58.818,acme.testing.anonymous.PublishShoutTest,positivePublishShout,1894,"[1] author=Antonio, text=Me gusta la cocacola, info=https://www.cocacola.es/es/home/",OK
2021-05-30 20:53:01.025,acme.testing.anonymous.PublishShoutTest,negativePublishShout,1943,"[1] author=, text=Me gusta la cocacola, info=https://www.cocacola.es/es/home/",OK
2021-05-30 20:53:12.259,acme.testing.administrator.DashBoardTest,assertInitialConditions,2096,"assertInitialConditions()",expected: <0> but was: <4>
2021-05-30 20:53:44.648,acme.testing.administrator.DashBoardTest,positiveDashBoardList,32088,"[1] totalNumberOfPublicTasks=4, totalNumberOfPrivateTasks=0, totalNumberOfFinishedTasks=1, totalNumberOfNonFinishedTasks=3, AverageTaskExecutionPeriods=0.50, DeviationTaskExecutionPeriods=0.50, MinimumTaskExecutionPeriods=0.00, MaximumTaskExecutionPeriods=1.00, MaximumTaskWorkloads=12.00, MinimumTaskWorkload=12.00, DeviationTaskWorkloads=24.00, AverageTaskWorkloads=0.00",Cannot find 'By.cssSelector: tr:nth-child(1) > td'
2021-05-30 20:53:45.557,acme.testing.administrator.DashBoardTest,assertDashboardForAnonymousIsForbidden,614,"assertDashboardForAnonymousIsForbidden()",OK
2021-05-30 20:53:49.617,acme.testing.administrator.DashBoardTest,assertDashboardForAuthenticatedIsForbidden,3769,"assertDashboardForAuthenticatedIsForbidden()",OK
2021-05-30 20:53:51.728,acme.testing.administrator.DashBoardTest,assertDashboardForManagerIsForbidden,1851,"assertDashboardForManagerIsForbidden()",OK
2021-05-30 20:55:10.631,acme.testing.authenticated.ListTasksTest,positiveListTasks,31444,"[1] title=Title of task 04, executionPeriodInit=2021/05/24 14:17, executionPeriodEnd=2021/05/24 14:18, description=Description of task 04, optionalLink=https://www.google.com, iter=0",Cannot find 'By.linkText: Account'
2021-05-30 20:55:51.288,acme.testing.authenticated.ShowTasksTest,positiveShowTask,31494,"[1] title=Title of task 04, executionPeriodInit=2021/05/24 14:17, executionPeriodEnd=2021/05/24 14:18, description=Description of task 04, optionalLink=https://www.google.com, iter=0",Cannot find 'By.linkText: Account'
2021-05-30 20:56:04.864,acme.testing.SignUpTest,positiveSignUp,3710,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-05-30 20:56:09.109,acme.testing.SignUpTest,positiveSignUp,3875,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com",OK
2021-05-30 20:56:12.748,acme.testing.SignUpTest,positiveSignUp,3292,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es",OK
2021-05-30 20:56:16.764,acme.testing.SignUpTest,positiveSignUp,3613,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com",OK
2021-05-30 20:56:20.679,acme.testing.SignUpTest,positiveSignUp,3596,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw",OK
2021-05-30 20:56:24.626,acme.testing.SignUpTest,positiveSignUp,3626,"[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name",OK
2021-05-30 20:56:28.744,acme.testing.SignUpTest,positiveSignUp,3774,"[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com",OK
2021-05-30 20:56:32.689,acme.testing.SignUpTest,positiveSignUp,3601,"[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com",OK
2021-05-30 20:56:36.207,acme.testing.SignUpTest,positiveSignUp,3240,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com",OK
2021-05-30 20:56:40.106,acme.testing.SignUpTest,positiveSignUp,3623,"[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de",OK
2021-05-30 20:56:43.896,acme.testing.SignUpTest,positiveSignUp,3510,"[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com",OK
2021-05-30 20:56:47.382,acme.testing.SignUpTest,positiveSignUp,3231,"[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
